31.681 - 34.172:  Tchau.
5482.227 - 5510.06:  E não há diferença de comportamento quando não tem estresse. Então, no grupo de controle, não tem diferença significativa do comportamento dos dois. No grupo experimental, as pessoas que tinham infância pobre, elas são mais imediatistas, elas têm, ou seja, têm menor capacidade de autocontrole, são mais propensas a correr risco, então elas acabam antecipando. Por exemplo, tem um exercício que é do balão, né?
5510.06 - 5539.872:  tu vai dando, apertando um botãozinho pro balão encher. Só que se tu apertar demais o balão estoura. Isso é uma das técnicas, é um dos testes que a gente usa pra mapear o nível de risco que a pessoa tá disposta a correr. Se a pessoa aperta e estoura o balão várias vezes, ela tá disposta a correr muito risco. Se ela aperta um pouquinho, tá, vou parar aqui porque aqui eu já ganhei, sei lá, 50 reais, então tá bom, não vou correr o risco dele estourar no próximo. As pessoas que vieram de uma infância
5540.247 - 5570.247:  mais difícil, elas correm mais risco, apertam mais o balão, são mais imediatistas, menor capacidade de autocontrole, menor capacidade de planejamento. Então, é importante também entender o ciclo de vida, a história de vida. Tem uma teoria que se chama teoria da história de vida, do ciclo de vida. Que dependendo do que tu viveu lá na infância, isso vai repercutir. Porque o que tu viveu, o que tu aprendeu, calibra e direciona teu comportamento.
5570.247 - 5589.787:  E aí tu tem que olhar e dizer assim, opa, peraí. Se eu vivi na minha infância muito problema financeiro, eu tenho tendência de cair mais na tentação. Então eu tenho que me proteger ainda mais do que os outros. Interessante. É porque eu ia perguntar do comportamento do cara que age do jeito contrário. Por exemplo...
5591.698 - 5613.148:  Tem vários comportamentos que eu tenho hoje que eu acho que tem muito a ver com, por exemplo, minha mãe falando para eu cuidar das coisas, sabe? Então, assim, eu considero que eu gasto pouco dinheiro. Eu sou o cara que cuida para as luzes estarem apagadas, para o ar-condicionado estar ligado só quando tem alguém usando, entendeu? Eu sou esse cara que presta atenção nisso daí tudo.
5613.148 - 5637.517:  E deve ter alguns outros caras assim que nem eu também. Mas isso que você tá falando é meio que o contrário do que é o experimento. Mas será que em algum momento virou uma chave em você? Cara, eu não sei. Porque eu acho que, na verdade, vamos lá. Desde que eu me lembro, eu tinha que tomar conta. Eu tinha que cuidar pra, sei lá, o banho tem que ser rápido. Entendeu? Desde que eu me lembro. Então, pra mim, o banho tem que ser rápido.
5637.688 - 5667.005:  Entendeu? A luz tem que estar apagada se não tiver ninguém lá dentro. Mas aí pode ser que exista outros escapes. Entendeu? Esse escape não necessariamente precisa ser no controle da luz, no controle do banho, que são coisas mais do dia a dia, mais necessidade básica, entendeu? Mas pode existir em outras coisas que tenha alguma repercussão na capacidade de autocontrole.
5667.005 - 5696.101:  Em outras áreas que não necessariamente no dinheiro, entendeu? Entendi, não necessariamente na grana. Exato. Tá, interessante. Porque é como se tu tivesse... Desculpa te interromper, Eduardo. É como se tu aprendesse a viver no modo sobrevivência. Tá, é isso. Entendeu? Entendi. Então a tua reação, não estou dizendo a tua, mas as reações tendem a ser nesses contextos mais impulsivas. Aham.
5696.101 - 5718.541:  E é nesse ponto que a gente tem que olhar e tu fala sempre de como que o pobre tem que lidar com a vida, né, Dudu? A pessoa pode não ser pobre hoje, mas ela pode ter sido pobre. E o fato dela ter sido pobre vai gerar impacto hoje. Se ela não perceber isso e não perceber que muitas vezes ela calibra o comportamento hoje com base no que ela aprendeu no passado, ela pode estar se comportando hoje
5718.541 - 5747.824:  de uma forma disfuncional com o contexto dela de hoje. Porque o contexto dela de hoje permitiria, por exemplo, que ela tomasse um banho quente com tempo grande. Isso que eu ia falar. Assim, eu meto o Paulo no canal, nesse papo de escassez, no sentido de as pessoas quererem dizer como você deve gastar o seu dinheiro porque você é rico. Ah, Igor, você tem um podcast de milhões de pessoas. Você tem que ter um carro importado. Não, não tenho. Eu não concordo com isso. Eu não acho que eu preciso. Só que...
5748.285 - 5774.036:  Um negócio de escassez que eu acho que faz sentido, que tem a ver com isso, é quando a gente foi pobre a vida inteira e a gente tem uma certa dificuldade de girar a chave em algumas coisas quando a gente já não tem mais a mesma dificuldade que tinha. Isso tem sido um desafio pra mim. Eu me vejo muito parecido com você no sentido de ser simples. Mano, pouco já me tá bom. Essa blusa aqui da Shopee tá bom, foi R$39. Minha casa tá ótima. Só que às vezes eu percebo...
5774.036 - 5788.336:  Que hoje a minha condição financeira me permite dar alguns prazeres que eu ainda... Vou dar um exemplo. Bagulho que eu gosto, mano. Nossa, quando eu tô no shopping, sabe aquele Nutty Bavarian? Aqueles amendoins assim. Nossa, bagulho cheiroso do caramba, mano.
5788.592 - 5818.439:  Mas toda vez que eu passo na frente... Nossa, toda vez que eu passo na frente eu falo, 24 reais, vai se ferrar. Tipo assim, mano, Duda, você tem 24 reais, caramba, sabe? Dá pra pagar no Pix e não vai se fazer tanta falta. É, precisa nem parcelar. Mas assim, é uma virada de chave que dá. O meu é um sorvete específico que tem no shopping também, que sempre me pega. Você não quer falar o nome? Bate o de láter. É cara essa desgraça, né, mano? Eu ouvi esses dias, uma hora queria. O cara gostou.
5818.439 - 5835.691:  Falei, não quer não, amor. Você não quer, né? Não prova. Tem açaí lá em casa. Eu falei pra minha esposa. Caro pra caramba, mano. Nossa, né? É quase a mesma coisa, um açaí. Mas é interessante porque tem que haver o meio termo. Tipo assim, você não pode continuar sendo aquele cara que não gasta. Só que tem gente que mete o louco. E aí volta pra pobreza.
5835.776 - 5854.002:  Não pode meter o lucro, pô. Não pode. Não pode. Não pode rasgar dinheiro. Como é que tu não mete o lucro? Não tendo cartão de crédito? É uma boa forma, porque eu nunca vou ter 24 reais em dinheiro, né? Mas é interessante isso, porque esse papo de escassez eu concordo. Tipo assim, Duda...
5854.48 - 5874.48:  Você tem condição de comprar isso. Vou dar um exemplo. Eu pedindo pizza. É 50 minutos para ver a pizza que está mais barata. Eu também esqueço de pedir qualquer comida que eu vou comer. Eu fico assim, caralho, cara, essa porra. E aí quando você acha barata, R$7 o frete? Não, vai se ferrar, né?
5874.48 - 5900.043:  Então, é um resquício do passado. Eu já me arrependi mil vezes de fazer isso. Comida ruim. É, cara. Agora eu aprendi. Achei aquele hambúrguer torto, né? De R$17, né? Mas, da mesma forma... Nunca peça um parmegiana barato demais. É verdade. A parmegiana me pega. Eu gosto também. Ao mesmo tempo, é um certo zelo que eu tenho ainda, ou que nós temos...
5900.657 - 5912.363:  de valorizar o dinheiro que a gente trabalha. E é esse zelo que te mantém rico ao longo do tempo. Porque eu falo uma frase que eu falo muito, né? A simplicidade é fundamental para você enriquecer.
5912.995 - 5941.152:  Mas se você enriquecer e perder totalmente sua simplicidade, você volta pra pobreza. Então assim, você saber ter esse equilíbrio de o que vale a pena, olhar o custo-benefício e tal. Mas pra mim ainda é desafiador. De vez em quando, eu falar, Duda, compra, velho. Para com isso. 24 minutos não vai fazer diferença. É, então é uma transição. E aí uma outra coisa que eu queria falar sobre dívidas que a gente tava falando, que acho que é um ponto importante, né?
5941.374 - 5960.435:  Como... Tu tem filho, Duda? Ainda não. Quando tu tiver, esse filtro acaba. De qual? De gastar dinheiro? É. É? Eu fiquei meio otário. É? Eu acho que foi... É, tá aí. É aí que eu gasto do grande. Minhas filhas, cara. Mudou a mente? Não, assim, é porque eu sou um otário. Eu sou um otário.
5960.435 - 5982.483:  Não, mas pera aí. Pai babão. Mas deixa eu dar um exemplo aqui e ver se você se encaixa nisso. Meu esposo me chama de otário, entendeu? Você é muito otário. Você vai lá mesmo comprar a porra do creme na Boticário mesmo? Seu otário. Mas é só pros seus filhos isso? É, basicamente sim. Porque vou dar um exemplo pra mim. Esses dias eu tava indo a pé da estação até a minha casa e tinha um trailer de hambúrguer.
5983.2 - 6004.497:  Aí eu cheguei, tava com mó fome, não tinha jantado, tava vindo de um podcast, eu olhei lá. Caramba, mano. 50 reais um hambúrguer combo num trailer? Não, não vem a pau, não vou comprar não. Aí fui embora. Aí quando eu vi tinha um mendigo pedindo comida. Eu comprei o combo pra ele. Então assim, eu percebo que eu tenho uma dificuldade em gastar dinheiro pra mim. Se algum amigo meu pedir alguma coisa...
6004.94 - 6029.701:  Corta isso. Não pedi, mas se eu tô vendo que alguém tá ferrado, mano, não tenho dificuldade nenhuma em dar dinheiro. Eu sou extremamente generoso, mas comigo, ah não, não vale a pena 50 reais nesse combo. Todo mundo me chama de otário. Tem isso tudo mostrando que o fato de tu doar, ou não doar necessariamente, mas tu gastar dinheiro em prol do outro, tu gera mais bem-estar, satisfação, do que tu gastar contigo mesmo.
6029.701 - 6042.193:  Que coisa, né? Altruísmo faz bem pra quem tá fazendo altruísmo também. E pode ser uma saída pra essas pessoas que são compulsivas em comprar dinheiro com coisas que não precisa. Gastar dinheiro com coisas que não precisa. Tenta começar a gastar com outro.
6042.602 - 6067.227:  Porque assim, você já está com o armário lotado. Talvez você vai começar a sentir prazer em direcionar o seu dinheiro para alguém que precisa mais do que simplesmente para realizar essa compulsão de compra que você não precisa, na verdade. Não sei se dá para tentar. Mas se fosse o meu caso, talvez eu tentaria começar a ajudar pessoas para ver se eu consigo direcionar para o bem e não para o consumo desenfreado.
6067.227 - 6089.241:  Já que se o teu lance é gastar dinheiro, não é uma parada maneira. Mas o que eu ia falar, e eu queria ver a opinião de vocês também, é sobre dívida boa. Esse papo, tem que tomar muito cuidado com isso, porque o que acontece? Ainda falando de dívida, que a Jéssica começou a falar, dívida boa e dívida ruim.
6090.265 - 6117.108:  Isso é papo de coach, mas eu concordo com algumas coisas. Mas aí tem a saída aqui que é importante, que eu quero falar. Dívida boa é aquela dívida que você gasta, que você se endivida, mas que vai te dar algo maior do que o valor da dívida. Vou exemplificar aqui. Por exemplo, um curso. Vou comprar um curso de designer de sobrancelha. Vou gastar lá 500 pau.
6117.108 - 6133.609:  Só que dali pra frente você pode começar a ganhar 2, 3 mil a mais do que seu salário. Foi uma dívida boa. Comprar uma casa. Vou comprar a casa. Ah, mas é um passivo. É, tem EPTU, tem o caramba 4. Só que vai me dar a paz de ter uma casa e vai aumentar o preço, como o caso do meu apartamento. Eu me endividei.
6133.609 - 6150.708:  Paguei 260 mil no meu apelo e hoje ele vale 400. Foi uma dívida boa. Então, simplificando, o que eu considero a dívida boa? Uma aposta arriscada também. Não vai comprar tua casa pra vender, né? Tu que é pobre, tu vai comprar tua casa pra tu morar dentro dela. Sim, sim. E querendo ou não...
6150.708 - 6173.422:  Por mais que tenha gente que fala, mas é arriscado. Cara, eu não conheço ninguém que se arrependeu de comprar uma casa porque ela desvalorizou. Já vi gente que ela desvalorizou de um ano para o outro. Mas eu nunca vi alguém que a casa está valendo menos do que o valor que ela pagou lá atrás. Por exemplo, eu comprei um apartamento e depois virou a Cracolândia. Tá, teu apartamento vai desvalorizar, mas com certeza ele ainda assim está valendo mais do que quando você pagou há 10 anos atrás.
6173.422 - 6190.742:  Então uma dívida boa é aquela que você se endivida, mas que você vai obter um valor financeiro, um retorno financeiro maior que o valor da dívida. Que é também chamada de dívida de alavancagem. É aqueles caras que fazem uma dívida, e isso é muito dito por coach. É o empresário brasileiro, dívida de alavancagem.
6190.742 - 6211.357:  É o cara que faz a dívida e ele faz a dívida para investir mais na empresa, para a empresa crescer e dar um retorno maior para ele. Dívida ruim. É aquela dívida que você faz a dívida só para um prazer momentâneo, uma dívida de consumo, um sorvete caro no shopping e não vai te dar retorno nenhum. Agora, qual que é o problema?
6211.357 - 6235.776:  Tem muito influenciador milionário que fica o tempo todo falando de dívida boa. Ah, dívida boa, dívida boa, dívida boa. Tá. Só que... A gente nem falou de tigrinho ainda, hein? Mas vai lá. É ali, né? Joga no tigrinho ali. Qual que é a treta? Tem um monte de pesquisa de tigrinho. Nossa, essa é boa, hein? Tem. Tem muito influenciador milionário
6237.244 - 6265.094:  que ele ama fazer dívida porque é melhor ele fazer uma dívida do que tirar os milhões que ele tem investidos. Então, vou dar um exemplo. O cara tem aqui um milhão de reais investido. Esse um milhão rende quase 10 mil por mês para ele. Não vale a pena ele tirar esse um milhão, perder esses 10 pau por mês? Ele prefere fazer uma dívida e vai pagando aos poucos o salário dele. Só que isso é um raciocínio muito bom para quem tem uma grana boa. É o mesmo raciocínio da casa, de alugar ou comprar.
6265.572 - 6269.002:  E aí eu percebo que quanto mais eu tenho conhecido pessoas ricas,
6269.753 - 6298.524:  Eu percebo que rico ama fazer dinheiro com o dinheiro dos outros. Ama ficar cada vez mais rico usando o dinheiro do banco. Por quê? Porque ele já tem muito dinheiro e a renda ali dá uma grana boa. Só que aí o pobre vai lá e vê aquela miniatura. Dívida boa. Faça dívidas. E tá na moda. Tem muito coach que fala isso e recomenda fazer dívida. Só que o pobre não entende que isso só vale a pena pro cara que tem milhões. Aí o pobre vai lá e faz uma dívida comprando um tênis.
6298.524 - 6314.718:  Não vai ajudar em nada essa porcaria de dívida. Essa é uma dívida horrorosa. Então, tomar cuidado com esse papo de dívida boa, porque a dívida boa é aquela que você vai fazer e ela vai te dar um retorno ainda melhor do que o valor da dívida que você está fazendo. Então, por exemplo...
6315.213 - 6332.517:  Comprar uma casa, eu vejo como uma dívida boa. Ah, vou alugar um carro. Comprar um tênis para resolver uma dor que você tem no pé. Sim. Está resolvendo alguma coisa ali. Não é simplesmente um prazer momentâneo. Uma dívida... Eu não sou a favor de alugar carro. Mas faz de conta que o cara aluga carro para fazer Uber...
6332.517 - 6362.517:  e começar a ganhar 5 pau por mês em vez de continuar ganhando o salário mínimo lá no trampo dele. Dívida boa. Ele está pagando 1.500 o aluguel, só que ele está ganhando 3.500 a mais de salário. Então, entender isso para a galera não cair nesse papo simplesmente de que é bom ter dívida. Você tem que entender por que é bom ter dívida, para quem isso faz sentido, porque o pobre só se lasca fazendo dívida. Então, era isso que eu queria falar. Obrigado pela atenção. Porque o cartão de crédito...
6362.517 - 6378.712:  tá bom, então tá bom é que assim, eu ainda acho que a parte mais difícil, como a gente já falou é o cara perceber que ele tem um problema pra ele de fato começar a procurar soluções e resolver o fato dele estar duro
6378.712 - 6405.35:  A gente pensou aqui em algumas possibilidades, alguns sintomas e tal. E eu queria, na real, perguntar para vocês se faltou a gente falar de algum sintoma para o cara se tocar, que ele está precisando cuidar. A gente falou o quê? A gente falou de número negativo na conta, falamos de dívida de cartão de crédito e tudo mais. Falamos da infidelidade financeira. E faltou alguma coisa? Eu acho que...
6405.862 - 6416.271:  muitos dos problemas da pessoa tem a ver com a finança e ela não percebe que tem a ver com as finanças. Sabe? Então, assim, para pra pensar. Teu casamento é uma enhaca por quê?
6417.619 - 6442.773:  Pode ser por causa de outros problemas, mas normalmente é porque a falta de dinheiro te dá estresse, te dá nervosismo, irritabilidade, ansiedade, insônia, depressão, tendência suicida. Ela te limita o tempo de lazer, de curtição. Vamos no cinema. Que jeito no cinema, mulher? Tem que trabalhar 24 horas para pagar as contas. Então, assim, eu acho que um exercício que a pessoa tem que fazer é...
6442.773 - 6455.93:  Será que todos os problemas... Não todos, claro. Mas será que esses problemas que eu estou vivendo não tem uma raiz que eu não estou percebendo que é problema financeiro? E eu acho que muitas vezes vai chegar nisso sem ela ter percebido antes, sabe?
6456.152 - 6477.039:  É, até tratamentos, assim, né? A gente pega tratamento, por exemplo, ansiedade. O padrão ouro pra tratar ansiedade é TCC, Teoria Cognitiva Comportamental. A eficácia da TCC pra uma pessoa que tem problema financeiro é menor. Se a pessoa incorpora dentro do tratamento, né? Dentro da terapia, a discussão sobre dinheiro, ela melhora. Ó!
6477.841 - 6499.224:  E o percentual é bem alto, sai de 30% para 50% a eficácia do tratamento nesse público que foi testado. Foi um experimento feito na Europa, se não me engano na Inglaterra, que eles fizeram exatamente isso. Eles testaram, tinha pessoas em tratamento para ansiedade.
6499.224 - 6515.35:  E aí um grupo, aí eles pegaram todo mundo que tinha problema financeiro e separaram. Um grupo eles seguiram fazendo tratamento padrão e o outro grupo eles incorporaram as discussões de finanças. A eficácia do tratamento melhorou. Então não é simplesmente o problema...
6515.35 - 6531.527:  financeiro na conta, né? Mas é exatamente isso que o Duda estava comentando, o quanto isso vai repercutir no resto da vida. E um problema disso tudo é que esse problema que vai gerar o resto da vida, ele se retroalimenta. Por quê? A pessoa tem problema financeiro.
6531.527 - 6560.128:  vai gerar problema de saúde mental. Ela vai ficar mais ansiosa, mais deprimida, vai dormir menos, vai ter menor produtividade. Tem um artigo mostrando um ciclo bem assim. Menor produtividade, menor hora de trabalho, porque ela tem o que a gente chama de escassez. Dentro da teoria de finanças comportamentais, escassez não é essa mentalidade de escassez de não querer comprar as coisas. Escassez é eu não tenho o suficiente, então eu quero comprar. Então, a necessidade de compra...
6560.128 - 6579.07:  extrema é escassez. Entendi. Então, é o contrário do que normalmente... Ela é plena. Ela tem sempre um vazio. A pessoa que está sempre com aquela... Então, sempre que existe falta, existe escassez. Se eu vivo uma vida financeira e eu acho que eu deveria ter mais do que eu tenho, eu tenho escassez.
6579.07 - 6608.797:  E isso gera afunilamento atencional. O que a gente chama de entra no túnel, né? Porque a minha capacidade de raciocínio, ela fica prejudicada. Porque se eu não tenho dinheiro suficiente, eu começo a ficar como se o dinheiro fosse... Pensa num monte de post-it. Só tem no teu post-it da tua vida dinheiro, dinheiro, dinheiro, dinheiro, dinheiro. É como se tu não tivesse espaço mental pra pensar em outra coisa. Então tu só pensa naquilo. Eu vou chegar assim, ô Duda, vamos sair pra jantar?
6609.292 - 6623.268:  Não posso. Oi, Igor, vamos, sei lá, fazer uma viagem? Não posso. Ou posso, mas com aquele post-it grudado na cabeça, sabe? Aquilo tá perturbando. E isso acaba, e aí tu aproveita menos lugar.
6623.456 - 6651.391:  Tu pode até ir, porque tu não sabe dizer não, que a gente já comentou aqui. Mas aí, como é que tu aproveita o lugar se tu fica pensando que não podia estar ali? Então, o que acontece? Essa situação, esse problema financeiro, ele vai gerar todos esses prejuízos cognitivos. Então, eu vou ter esse problema cognitivo pela falta. Eu vou ter menor concentração. Eu vou ter menor inteligência fluida. O que é inteligência fluida? É a capacidade de concatenar ideias e chegar numa conclusão.
6651.391 - 6679.377:  Quem tem escassez, quem tem problema financeiro, não consegue concatenar a ideia. Porque no meio da construção da ideia, vem o post-it do dinheiro. E aí ele fisga a atenção. E aí a pessoa não consegue raciocinar. Então ela não tem essa capacidade de resolver problema. Aí diminui a produção dela no trabalho. Ela está trabalhando, ela está lá, concentrada, fazendo um projeto super importante. Está lá o post-it do dinheiro. Aí ela não consegue se concentrar no que ela está fazendo.
6680.145 - 6708.66:  Diminui produtividade. Com isso, renda. Dificulta também enxergar a possibilidade de sair desse problema? Total. Pensa em malabarismo. Você está fazendo malabarismo. Qual é a preocupação da pessoa que está fazendo malabarismo? A primeira bolinha. Ele não está preocupado com a bolinha que está lá em cima. Ele está preocupado com a bolinha que está aqui. Então, ele está desesperado para pegar a bolinha que está aqui.
6709.036 - 6732.654:  Mas aquela lá tá caindo. E aí ele olha e ele nunca pode parar. Essa é a sensação da pessoa que tá nessa circunstância. Ela tá olhando pra conta de luz que ela tem que pagar hoje. Ela tá olhando pro cartão de crédito que ela tem que pagar no dia 20. Só que no dia 1º virou, ela tem que pagar o aluguel. Só que ela ainda não olhou pro aluguel. E aí ela entra num limbo de desespero. Porque daí quando ela para e olha tudo isso, ela olha e diz assim, eu não vou dar conta.
6733.746 - 6763.746:  Aí quando ela diz não vou dar conta, ela entra no que a gente chama de percepção de auto-eficácia baixa. O que é auto-eficácia? É essa sensação de eu não dar conta, eu não vou dar conta. Então eu não vou fazer, aí ela procrastina. Então a procrastinação não tem a ver com má vontade, preguiça ou sei lá o que. Muitas vezes a procrastinação acontece justamente porque a pessoa acha que não vai dar conta. Se eu não vou dar conta, por que eu vou começar?
6763.746 - 6783.353:  E ela não começa. Ela não cuida, ela não guarda, ela não gasta menos. Pra que eu vou gastar menos? Se não vai resolver. Eu não gastar 50 reais hoje, não vai fazer diferença na minha vida. Então, eu vou seguir gastando? E aí ela segue gastando. Então, essa construção, com certeza, faz com que ela entre nesse limbo.
6783.353 - 6799.735:  E aí esse ciclo se retroalimenta. Por quê? Porque daí ela entrou nesse limbo, tá com esses problemas, isso vai gerar mais prejuízo na saúde mental dela, mais problema financeiro, porque ela procrastinou a solução, e aí esse ciclo que ela vive.
6799.735 - 6823.899:  Então, quando a gente fala de entrar em problemas, e não só entrar em problema financeiro como entrar em dívida, mas de ficar nessa sensação de que parece que a vida não anda, sabe? Olha se não tá nesse ciclo. Será que tu não tá com um problema financeiro? O problema financeiro tá afetando todas essas áreas da tua vida. Essas áreas da tua vida tá afetando de novo teu problema financeiro e essa coisa tá... Sabe? Tipo, não é que...
6823.899 - 6848.08:  produtividade, saúde mental e tudo isso vai causar problema financeiro, nem problema financeiro vai causar. Na verdade, é uma via de mão dupla. O problema financeiro causa problema de saúde mental, produtividade, e a produtividade baixa causa problema financeiro. Então, esse ciclo... Não tem jeito. Na verdade, você precisa, inclusive, ter clareza para sair desse...
6848.08 - 6877.637:  Por isso que a gente começou o episódio, né? E eu falei, a primeira coisa é autoconhecimento. E o autoconhecimento, ele começa nesse despertar e entender. Eu tô nesse ciclo. O Kahneman tem uma frase que o Daniel Kahneman foi o precursor de finanças comportamentais, né? Eu sou a fã do Daniel Kahneman. Ele faleceu. Ele foi muito triste. Ele faleceu esse ano. E foi uma perda, sabe? Quando tu perde um ente querido, foi eu perdendo o Kahneman. Que
6877.637 - 6898.285:  alguma coisa é porque assim eu já li muito muito muito muito sobre ele né e no livro no rápido e devagar que é bem famoso livro né mas não é um livro simples de ler muitas pessoas diz que livro ruim você quer um livro complexo tem que parar e estudar tu não vai eu tenho uma frase que eu gosto muito que diz assim o que você vê é tudo
6899.855 - 6915.708:  Se você não percebeu que existe todo esse ciclo de problema, é como se esse problema não existisse. Então, você não vai buscar soluções. Então, realmente, o primeiro movimento para que a gente consiga mudar comportamento é eu ter consciência disso.
6915.708 - 6938.933:  E eu olhar e dizer assim, nossa, eu realmente tô menos produtivo porque eu tenho problema financeiro, eu tô com menor capacidade cognitiva, eu não tô conseguindo me concentrar, eu tô brigando com todo mundo, eu não tô aproveitando, tô irritado. Sabe aquelas pessoas que ficam extremamente irritadas, assim? Com os filhos, inclusive. E daqui a pouco não tem nada a ver com o pobre do filho. É só porque ele tá com problema financeiro, sabe?
6938.933 - 6958.37:  Então, quando tu começar a perceber isso e ver essas reações comportamentais, reações fisiológicas, taquicardia, dificuldade de dobrar a respiração, dificuldade de dormir, quando tu começa a perceber essas reações e percebe que essa raiz talvez esteja no dinheiro, é aí o teu primeiro passo para que tu comece a mudar.
6959.002 - 6980.572:  Porque sem isso, tu não vai conseguir mudar. Ah, Jéssica, eu posso simplesmente, então, olhar meu extrato bancário? Não. Tu não pode simplesmente olhar teu extrato bancário. Porque se tu só pegar teu extrato bancário e seguir aquelas regras básicas... Bom, analise todas as tuas despesas, corte o que for necessário, ganhe mais e guarde. E pague suas dívidas.
6981.049 - 6998.49:  A pessoa tem todos esses aspectos psicológicos que estão desviando dela isso. Não é que ela não queira. É que tem todo um arsenal por trás que está fazendo com que ela não consiga. Por isso que o autoconhecimento é o primeiro passo. Porque sem isso, ela não vai conseguir, né?
6998.49 - 7015.589:  Boa. Se quiser depois falar, você falou que ia falar alguma coisa do tigrinho, né? Mas sabe uma coisa que eu queria falar também? Que assim, a educação financeira, principalmente no meu canal, eu falo muito da educação financeira como uma forma de tirar a pessoa do buraco. Tá.
7015.589 - 7029.77:  Só que eu gosto de entender também a educação financeira como uma forma de simplesmente melhorar ainda mais a qualidade de vida que você tem. Porque tem gente que só começa a estudar sobre educação financeira quando está totalmente ferrado. Mano, agora ferrou, vou ter que estudar.
7030.708 - 7060.299:  E, na verdade, ela pode potencializar a tua qualidade de vida. Dá para você não ter que pagar a etapa de se ferrar. É o processo. Dá para você alcançar mais rápido os seus sonhos. Dá para você ter ainda mais qualidade de vida para uma pessoa rica. Talvez uma pessoa rica, ela acha que já é isso. Talvez dá para otimizar muito mais o seu enriquecimento e até a tua qualidade de vida, o teu padrão, as suas conquistas, os seus sonhos, estudando educação financeira. Então, eu vejo que...
7060.299 - 7078.831:  Até eu às vezes erro nisso, porque o meu público é o pessoal mais pobre. Mas tipo de ressaltar muito que educação financeira é para tirar as pessoas do buraco. Quando na verdade educação financeira é para qualquer ser humano que respira, que quer usar com inteligência as finanças que tem. Eu gosto muito de usar também...
7078.831 - 7106.51:  além da educação financeira, a palavra inteligência financeira. Acha bonito isso? Uma pessoa que é inteligente financeiramente, né? Porque tem gente que até tem educação financeira, mas é mal educado, né? Então, uma pessoa que tem inteligência financeira é a pessoa que sabe ganhar dinheiro da melhor forma, ela sabe otimizar a forma com que ela gasta o dinheiro, com que ela usa o dinheiro, ela sabe multiplicar com muito mais habilidade do que outros. Por exemplo...
7106.51 - 7127.568:  Eu considero que eu sempre tive uma boa educação financeira. Só que desde os 16 anos eu juntei dinheiro na poupança. Entende? Mesmo não sendo uma pessoa toda lascada e endividada, se eu tivesse estudado sobre educação financeira e um dos pilares da educação financeira é investimento, eu teria juntado muito mais dinheiro com 36 anos.
7127.637 - 7154.718:  Mas eu achava que tá tudo bem, tô conseguindo juntar meu dinheirinho aqui na poupança, tá bom, tô no caminho. Se eu tivesse estudado, eu teria otimizado muito mais o meu enriquecimento naquela fase, mesmo sendo uma pessoa que ganhava pouco, né? Então, trazer esse ponto, né? Boa. Bom, tem umas perguntas aqui pra nós, mas antes, eu vou dar um presente pra vocês, mas vocês vão ter que meio que escolher, tá bom? Peraí, rapidinho. Boa.
7161.442 - 7169.275:  Eita, que medo. O que que tem na caixa? O que que é? Olha.
7170.589 - 7195.725:  O que eu tenho que fazer aqui pra ganhar? Você já ganhou. É jogo do tigrinho? Não, não é jogo do tigrinho. Qual é a aposta? Sem olhar o que tem dentro, coloca a mão aí e aí tu vai escolher uma das duas. Igor... Vindo de você, Igor? Não, tá tranquilo. Tu vai gostar.
7195.725 - 7206.015:  Até eu me assustei. Vai gostar, cara. Para de caô. Tecido gostoso. O que mais?
7207.892 - 7237.858:  Esse aqui parece com os que eu tenho sempre, então eu prefiro esse aqui. Tá bom, então mostra pra Jéssica agora, vai lá, passa pro lado dele. Peraí, mas eu tenho que misturar aqui. Agora eu tô enviesada. Que momento. Agora eu esqueci qual que era o meu, caramba. Não, relaxa. Vieses, né? Agora eu vou seguir, é feito uma nada e eu seguiria a mesma tua. A gente nem falou de vieses. Pode falar ainda, calma.
7240.742 - 7269.582:  Essa aqui. Então pega ela aí. Pega ela aí, deixa eu ver. Ah, meu irmão, é muito fácil identificar uma camisa da Insider. Foi a mesma que eu peguei. Desculpa, viu, Jéssica? A sua aposta foi melhor que a minha. Põe ela aí dentro. Depois eu vou pegar legal. O tecido é gostoso. O tecido é muito bom. Depois eu vou pegar direito. A outra não é da Insider. Não, não é. A outra é diferente. A outra é igual as que eu uso, né? De pobre, né? Isso que você quer dizer. É puro algodão. É...
7269.582 - 7292.773:  Você também pode experimentar, gente. É só entrar lá em insiderstore.com.br. Tem o link aqui embaixo. Tem o link aí no QR Code também. Vai lá e você vai ter a experiência que eles tiveram também. Beleza? É isso, né? Tem... Deixa eu ver. Tem uma mensagem aqui que eu já olhei. Pera aí. Tem aqui do Cadu.
7293.131 - 7316.425:  Cadu R. Santos. Fala, Igor. Boa noite. Só queria parabenizar a Jéssica por estar fazendo as finanças comportamentais chegarem a mais pessoas. Além de ser inteligentíssima, ela ainda é muito gente boa e me ajudou bastante a ingressar no mestrado em finanças. Gratidão e parabéns, Jéssica. Sou fã. Caramba. Que massa. Por mim, ninguém entra no mestrado, né? Isso eu acho errado.
7316.425 - 7334.718:  Aí o outro engraçadinho aqui, o nome dele é uma piadinha, que é Tchul Paypal, tá bom? É, salve sua família. Jéssica, é possível fazer um teste pra saber o nível de alfabetização financeira? Sim. Já respondo? É, sim.
